OrderNumber,Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,OrderQty,UnitPrice,UnitCost,CustomerID,ProductID,Region
ORD-10747,Wholesale,WHS-01,2024-05-25,2024-05-25,2024-05-27,2024-06-04,132,63.7,50.73,CUST-0266,PRD-004,Marmara
ORD-10748,Retail,WHS-06,2025-02-18,2025-02-20,2025-02-27,2025-03-10,142,30.62,19.22,CUST-0071,PRD-003,İç Anadolu
ORD-10749,Retail,WHS-02,2025-05-28,2025-05-31,2025-06-02,2025-06-13,137,38.73,27.21,CUST-0257,PRD-003,Akdeniz
ORD-10750,Retail,WHS-05,2025-07-26,2025-07-30,2025-08-03,2025-08-15,408,19.5,16.4,CUST-0280,PRD-002,Akdeniz
ORD-10751,Online,WHS-03,2024-11-06,2024-11-10,2024-11-15,2024-11-23,442,65.29,46.65,CUST-0238,PRD-001,Akdeniz
ORD-10752,Online,WHS-03,2024-06-11,2024-06-13,2024-06-18,2024-06-23,570,43.05,32.95,CUST-0138,PRD-003,İç Anadolu
ORD-10753,Retail,WHS-06,2025-03-06,2025-03-07,2025-03-13,2025-03-23,420,77.26,58.97,CUST-0253,PRD-002,Akdeniz
ORD-10754,Retail,WHS-02,2025-01-10,2025-01-13,2025-01-16,2025-01-25,538,61.29,39.45,CUST-0073,PRD-004,Marmara
ORD-10755,Online,WHS-03,2024-06-16,2024-06-20,2024-06-24,2024-07-03,109,46.83,37.9,CUST-0299,PRD-003,Akdeniz
ORD-10756,Online,WHS-06,2024-02-17,2024-02-21,2024-02-22,2024-02-25,553,108.58,71.66,CUST-0125,PRD-001,İç Anadolu
ORD-10757,Retail,WHS-06,2024-11-23,2024-11-27,2024-12-02,2024-12-03,582,89.37,65.54,CUST-0082,PRD-003,Ege
ORD-10758,Online,WHS-02,2025-05-18,2025-05-21,2025-05-26,2025-05-30,593,85.03,75.78,CUST-0194,PRD-004,Akdeniz
ORD-10759,Online,WHS-02,2024-07-19,2024-07-22,2024-07-25,2024-08-03,398,117.79,79.59,CUST-0188,PRD-003,İç Anadolu
ORD-10760,Wholesale,WHS-03,2025-05-20,2025-05-20,2025-05-27,2025-06-03,572,6.94,5.11,CUST-0105,PRD-002,Marmara
ORD-10761,Wholesale,WHS-02,2024-01-09,2024-01-12,2024-01-17,2024-01-18,229,20.49,16.98,CUST-0287,PRD-002,İç Anadolu
ORD-10762,Online,WHS-06,2025-03-17,2025-03-20,2025-03-24,2025-03-29,524,34.95,29.62,CUST-0028,PRD-004,Marmara
ORD-10763,Retail,WHS-06,2024-04-13,2024-04-14,2024-04-19,2024-05-02,526,11.92,9.11,CUST-0295,PRD-001,Akdeniz
ORD-10764,Online,WHS-04,2024-11-12,2024-11-15,2024-11-17,2024-11-24,109,119.19,75.59,CUST-0033,PRD-002,Akdeniz
ORD-10765,Wholesale,WHS-05,2024-03-05,2024-03-09,2024-03-10,2024-03-15,596,30.72,24.48,CUST-0023,PRD-004,Ege
ORD-10766,Online,WHS-03,2025-01-03,2025-01-04,2025-01-09,2025-01-20,103,69.45,45.16,CUST-0081,PRD-003,Marmara
ORD-10767,Online,WHS-02,2024-11-10,2024-11-11,2024-11-16,2024-11-22,546,13.39,9.09,CUST-0048,PRD-001,Akdeniz
ORD-10768,Retail,WHS-05,2024-05-11,2024-05-14,2024-05-20,2024-05-30,391,80.1,58.23,CUST-0290,PRD-003,Marmara
ORD-10769,Retail,WHS-06,2024-05-09,2024-05-10,2024-05-12,2024-05-24,5,57.09,35.38,CUST-0015,PRD-001,Ege
ORD-10770,Retail,WHS-06,2024-04-23,2024-04-25,2024-05-02,2024-05-08,383,70.38,55.28,CUST-0277,PRD-002,Marmara
ORD-10771,Online,WHS-02,2024-12-19,2024-12-20,2024-12-26,2025-01-04,119,87.08,67.81,CUST-0196,PRD-002,Ege
ORD-10772,Wholesale,WHS-01,2025-05-23,2025-05-25,2025-05-26,2025-06-01,481,65.95,52.1,CUST-0104,PRD-003,İç Anadolu
ORD-10773,Wholesale,WHS-02,2024-12-10,2024-12-12,2024-12-19,2024-12-29,430,57.55,44.93,CUST-0013,PRD-001,Akdeniz
ORD-10774,Retail,WHS-02,2025-08-07,2025-08-10,2025-08-15,2025-08-18,89,39.11,30.22,CUST-0297,PRD-004,Akdeniz
ORD-10775,Retail,WHS-06,2025-01-12,2025-01-15,2025-01-20,2025-01-29,334,39.81,29.13,CUST-0138,PRD-003,Akdeniz
ORD-10776,Wholesale,WHS-06,2025-01-30,2025-02-03,2025-02-04,2025-02-07,454,75.72,54.45,CUST-0285,PRD-002,Ege
ORD-10777,Wholesale,WHS-06,2024-11-05,2024-11-06,2024-11-08,2024-11-18,132,61.47,44.7,CUST-0253,PRD-003,Ege
ORD-10778,Wholesale,WHS-03,2024-08-23,2024-08-23,2024-08-27,2024-08-28,503,53.22,33.29,CUST-0165,PRD-004,İç Anadolu
ORD-10779,Wholesale,WHS-04,2024-02-22,2024-02-24,2024-02-28,2024-03-07,8,106.02,73.31,CUST-0047,PRD-002,İç Anadolu
ORD-10780,Wholesale,WHS-05,2025-05-22,2025-05-25,2025-05-28,2025-06-10,385,51.58,35.23,CUST-0077,PRD-004,Akdeniz
ORD-10781,Retail,WHS-06,2025-07-04,2025-07-07,2025-07-09,2025-07-12,92,104.36,76.07,CUST-0028,PRD-001,Ege
ORD-10782,Retail,WHS-02,2025-07-23,2025-07-23,2025-07-24,2025-08-06,372,12.1,8.52,CUST-0152,PRD-002,Ege
ORD-10783,Retail,WHS-05,2024-10-29,2024-10-30,2024-10-31,2024-11-11,268,16.39,11.98,CUST-0084,PRD-004,Ege
ORD-10784,Retail,WHS-03,2024-06-25,2024-06-27,2024-06-28,2024-07-01,250,56.86,34.98,CUST-0015,PRD-002,Marmara
ORD-10785,Wholesale,WHS-04,2025-04-07,2025-04-10,2025-04-12,2025-04-18,253,62.15,46.0,CUST-0223,PRD-002,Ege
ORD-10786,Online,WHS-04,2024-03-28,2024-03-28,2024-03-31,2024-04-02,24,77.21,59.08,CUST-0073,PRD-002,Ege
ORD-10787,Online,WHS-05,2024-03-01,2024-03-01,2024-03-07,2024-03-20,321,28.75,23.05,CUST-0102,PRD-002,İç Anadolu
ORD-10788,Retail,WHS-04,2025-05-09,2025-05-09,2025-05-11,2025-05-14,14,44.82,30.92,CUST-0219,PRD-001,Ege
ORD-10789,Wholesale,WHS-03,2024-05-12,2024-05-14,2024-05-15,2024-05-23,353,48.39,30.96,CUST-0076,PRD-002,Marmara
ORD-10790,Online,WHS-03,2024-05-01,2024-05-01,2024-05-08,2024-05-18,27,67.6,42.82,CUST-0009,PRD-001,Marmara
ORD-10791,Wholesale,WHS-03,2024-02-21,2024-02-21,2024-02-27,2024-03-02,406,118.54,76.97,CUST-0168,PRD-003,Akdeniz
ORD-10792,Online,WHS-03,2024-07-14,2024-07-14,2024-07-18,2024-07-21,526,35.63,24.45,CUST-0140,PRD-002,Akdeniz
ORD-10793,Retail,WHS-06,2024-08-16,2024-08-19,2024-08-20,2024-09-01,409,50.61,34.61,CUST-0126,PRD-002,Akdeniz
ORD-10794,Retail,WHS-01,2024-12-17,2024-12-17,2024-12-23,2024-12-24,213,65.84,41.53,CUST-0105,PRD-003,İç Anadolu
ORD-10795,Wholesale,WHS-01,2025-03-09,2025-03-09,2025-03-11,2025-03-12,350,118.76,73.31,CUST-0172,PRD-004,Ege
ORD-10796,Retail,WHS-05,2024-07-01,2024-07-03,2024-07-05,2024-07-07,287,103.82,74.34,CUST-0023,PRD-004,Akdeniz
ORD-10797,Retail,WHS-05,2024-04-02,2024-04-02,2024-04-06,2024-04-07,350,78.35,60.37,CUST-0160,PRD-004,Ege
ORD-10798,Wholesale,WHS-05,2024-07-12,2024-07-15,2024-07-18,2024-07-26,15,66.0,51.39,CUST-0297,PRD-003,Akdeniz
ORD-10799,Online,WHS-04,2024-01-28,2024-01-28,2024-01-29,2024-02-10,233,77.36,67.67,CUST-0294,PRD-003,Akdeniz
ORD-10800,Online,WHS-06,2024-07-22,2024-07-26,2024-08-01,2024-08-13,379,64.21,51.01,CUST-0031,PRD-003,Akdeniz
ORD-10801,Retail,WHS-01,2025-06-05,2025-06-09,2025-06-16,2025-06-28,162,24.57,20.9,CUST-0299,PRD-003,Ege
ORD-10802,Online,WHS-04,2024-02-25,2024-02-28,2024-03-03,2024-03-12,385,76.67,47.89,CUST-0168,PRD-004,Marmara
ORD-10803,Retail,WHS-03,2024-08-05,2024-08-05,2024-08-11,2024-08-12,573,47.56,29.34,CUST-0242,PRD-002,Ege
ORD-10804,Retail,WHS-06,2024-10-14,2024-10-15,2024-10-18,2024-10-27,369,76.63,51.97,CUST-0269,PRD-002,İç Anadolu
ORD-10805,Wholesale,WHS-03,2024-12-16,2024-12-19,2024-12-21,2024-12-30,167,82.74,51.96,CUST-0288,PRD-004,Marmara
ORD-10806,Wholesale,WHS-01,2024-04-27,2024-04-28,2024-05-05,2024-05-08,111,43.53,28.88,CUST-0073,PRD-001,Akdeniz
ORD-10807,Retail,WHS-06,2024-07-28,2024-07-31,2024-08-05,2024-08-12,77,73.75,50.83,CUST-0187,PRD-002,Ege
ORD-10808,Retail,WHS-04,2024-09-09,2024-09-13,2024-09-16,2024-09-28,55,50.65,33.38,CUST-0211,PRD-004,Ege
ORD-10809,Retail,WHS-05,2024-08-25,2024-08-26,2024-08-30,2024-09-03,277,93.66,78.61,CUST-0123,PRD-001,Akdeniz
ORD-10810,Retail,WHS-01,2024-11-18,2024-11-19,2024-11-20,2024-11-29,437,38.69,24.11,CUST-0027,PRD-001,İç Anadolu
ORD-10811,Retail,WHS-06,2024-07-07,2024-07-09,2024-07-16,2024-07-20,275,121.54,74.93,CUST-0056,PRD-003,Marmara
ORD-10812,Retail,WHS-02,2024-11-29,2024-11-29,2024-11-30,2024-12-03,265,32.0,23.96,CUST-0287,PRD-004,Ege
ORD-10813,Retail,WHS-02,2024-01-23,2024-01-27,2024-02-02,2024-02-08,207,15.33,13.06,CUST-0047,PRD-001,Marmara
ORD-10814,Wholesale,WHS-06,2025-01-14,2025-01-18,2025-01-20,2025-01-26,225,81.83,69.45,CUST-0046,PRD-004,Marmara
ORD-10815,Retail,WHS-03,2024-05-03,2024-05-04,2024-05-05,2024-05-16,547,38.97,32.59,CUST-0270,PRD-002,Akdeniz
ORD-10816,Online,WHS-02,2024-12-21,2024-12-22,2024-12-25,2024-12-30,95,57.57,41.01,CUST-0065,PRD-004,Akdeniz
ORD-10817,Online,WHS-01,2024-11-01,2024-11-03,2024-11-05,2024-11-16,578,39.45,24.05,CUST-0218,PRD-004,Marmara
ORD-10818,Online,WHS-05,2024-05-18,2024-05-20,2024-05-26,2024-05-27,202,7.78,5.03,CUST-0293,PRD-003,Marmara
ORD-10819,Wholesale,WHS-02,2025-03-06,2025-03-07,2025-03-12,2025-03-22,292,60.15,53.12,CUST-0048,PRD-002,Akdeniz
ORD-10820,Retail,WHS-01,2024-02-29,2024-03-04,2024-03-05,2024-03-06,243,62.42,54.43,CUST-0059,PRD-004,Ege
ORD-10821,Online,WHS-05,2024-06-06,2024-06-06,2024-06-07,2024-06-15,437,119.26,76.13,CUST-0069,PRD-004,İç Anadolu
ORD-10822,Retail,WHS-01,2024-09-13,2024-09-14,2024-09-16,2024-09-19,53,70.46,53.99,CUST-0002,PRD-001,Marmara
ORD-10823,Online,WHS-04,2025-02-23,2025-02-27,2025-02-28,2025-03-01,448,114.82,73.53,CUST-0057,PRD-002,Ege
ORD-10824,Online,WHS-02,2024-02-15,2024-02-16,2024-02-23,2024-02-24,143,37.19,32.19,CUST-0125,PRD-004,Marmara
ORD-10825,Retail,WHS-06,2024-03-05,2024-03-05,2024-03-11,2024-03-23,386,61.46,41.18,CUST-0094,PRD-003,Ege
ORD-10826,Wholesale,WHS-06,2024-03-01,2024-03-02,2024-03-09,2024-03-20,16,59.25,48.01,CUST-0237,PRD-003,Ege
ORD-10827,Online,WHS-05,2024-12-06,2024-12-07,2024-12-14,2024-12-18,477,72.95,45.02,CUST-0292,PRD-002,Ege
ORD-10828,Retail,WHS-01,2024-11-26,2024-11-28,2024-11-29,2024-12-05,410,85.27,55.66,CUST-0283,PRD-001,Marmara
ORD-10829,Retail,WHS-01,2024-12-01,2024-12-05,2024-12-07,2024-12-16,151,127.87,78.87,CUST-0150,PRD-003,İç Anadolu
ORD-10830,Retail,WHS-04,2025-03-03,2025-03-06,2025-03-09,2025-03-14,326,54.04,41.01,CUST-0137,PRD-001,Marmara
ORD-10831,Wholesale,WHS-05,2025-01-13,2025-01-14,2025-01-16,2025-01-28,76,17.95,12.46,CUST-0195,PRD-002,Akdeniz
ORD-10832,Online,WHS-03,2025-07-19,2025-07-20,2025-07-25,2025-08-01,182,65.3,51.42,CUST-0080,PRD-003,İç Anadolu
ORD-10833,Online,WHS-06,2025-01-25,2025-01-29,2025-02-04,2025-02-16,468,27.41,17.19,CUST-0134,PRD-003,Akdeniz
ORD-10834,Online,WHS-01,2024-01-23,2024-01-27,2024-01-30,2024-02-03,63,90.25,55.22,CUST-0183,PRD-001,Ege
ORD-10835,Online,WHS-02,2024-11-06,2024-11-10,2024-11-14,2024-11-15,537,41.36,27.86,CUST-0171,PRD-004,Akdeniz
ORD-10836,Wholesale,WHS-05,2024-10-26,2024-10-27,2024-11-03,2024-11-08,72,45.95,34.28,CUST-0051,PRD-001,Marmara
ORD-10837,Wholesale,WHS-01,2025-08-08,2025-08-09,2025-08-16,2025-08-18,133,48.3,39.51,CUST-0059,PRD-004,Akdeniz
ORD-10838,Online,WHS-03,2025-04-11,2025-04-15,2025-04-16,2025-04-17,104,21.24,14.56,CUST-0241,PRD-002,İç Anadolu
ORD-10839,Retail,WHS-03,2024-06-24,2024-06-26,2024-07-03,2024-07-08,237,35.45,24.2,CUST-0171,PRD-003,Marmara
ORD-10840,Online,WHS-02,2024-05-01,2024-05-03,2024-05-09,2024-05-17,271,116.04,70.35,CUST-0244,PRD-001,Marmara
ORD-10841,Retail,WHS-03,2024-11-29,2024-11-29,2024-11-30,2024-12-11,146,102.77,72.61,CUST-0055,PRD-003,Ege
ORD-10842,Retail,WHS-01,2024-11-20,2024-11-20,2024-11-26,2024-11-27,568,62.04,55.06,CUST-0077,PRD-003,Marmara
ORD-10843,Wholesale,WHS-02,2025-03-08,2025-03-11,2025-03-14,2025-03-21,252,110.85,77.11,CUST-0191,PRD-002,Akdeniz
ORD-10844,Online,WHS-05,2024-10-12,2024-10-15,2024-10-17,2024-10-25,313,16.4,10.44,CUST-0125,PRD-004,İç Anadolu
ORD-10845,Wholesale,WHS-04,2024-04-30,2024-05-04,2024-05-10,2024-05-12,43,42.55,29.52,CUST-0289,PRD-004,Akdeniz
ORD-10846,Online,WHS-05,2024-09-04,2024-09-05,2024-09-12,2024-09-14,66,42.8,30.33,CUST-0234,PRD-001,İç Anadolu
ORD-10847,Wholesale,WHS-04,2024-08-05,2024-08-05,2024-08-07,2024-08-10,532,78.03,59.65,CUST-0226,PRD-001,İç Anadolu
ORD-10848,Retail,WHS-01,2024-01-21,2024-01-23,2024-01-24,2024-01-30,207,54.15,39.21,CUST-0085,PRD-003,Marmara
ORD-10849,Retail,WHS-05,2025-04-17,2025-04-17,2025-04-19,2025-04-22,24,95.69,79.19,CUST-0017,PRD-004,Marmara
ORD-10850,Online,WHS-06,2024-12-15,2024-12-18,2024-12-21,2024-12-28,311,66.43,47.95,CUST-0264,PRD-001,Akdeniz
ORD-10851,Wholesale,WHS-05,2025-02-14,2025-02-18,2025-02-22,2025-02-28,476,10.38,7.14,CUST-0071,PRD-001,Marmara
ORD-10852,Wholesale,WHS-05,2024-01-11,2024-01-11,2024-01-17,2024-01-29,346,19.57,12.05,CUST-0184,PRD-002,Akdeniz
ORD-10853,Online,WHS-02,2024-07-10,2024-07-13,2024-07-16,2024-07-28,431,110.18,73.75,CUST-0275,PRD-001,Akdeniz
ORD-10854,Retail,WHS-01,2025-04-01,2025-04-03,2025-04-04,2025-04-16,12,33.73,21.66,CUST-0033,PRD-001,Marmara
ORD-10855,Retail,WHS-01,2025-05-31,2025-06-02,2025-06-04,2025-06-05,343,86.72,65.78,CUST-0025,PRD-002,İç Anadolu
ORD-10856,Online,WHS-03,2024-04-04,2024-04-04,2024-04-11,2024-04-13,235,27.7,19.09,CUST-0038,PRD-001,Ege
ORD-10857,Wholesale,WHS-06,2025-03-12,2025-03-12,2025-03-18,2025-03-24,545,43.98,29.04,CUST-0064,PRD-003,İç Anadolu
ORD-10858,Online,WHS-05,2024-09-24,2024-09-24,2024-09-27,2024-09-30,37,63.73,43.51,CUST-0210,PRD-002,Akdeniz
ORD-10859,Online,WHS-03,2024-06-21,2024-06-21,2024-06-23,2024-06-26,201,62.94,55.05,CUST-0094,PRD-002,Akdeniz
ORD-10860,Online,WHS-05,2025-07-19,2025-07-20,2025-07-21,2025-08-03,557,47.69,37.87,CUST-0086,PRD-004,İç Anadolu
ORD-10861,Online,WHS-06,2025-07-14,2025-07-14,2025-07-18,2025-07-20,484,12.48,10.42,CUST-0171,PRD-001,Akdeniz
ORD-10862,Wholesale,WHS-01,2024-09-16,2024-09-20,2024-09-25,2024-10-08,45,60.63,53.17,CUST-0216,PRD-003,Marmara
ORD-10863,Online,WHS-05,2025-06-25,2025-06-25,2025-07-01,2025-07-10,212,92.98,59.49,CUST-0293,PRD-003,Marmara
ORD-10864,Online,WHS-05,2024-02-16,2024-02-18,2024-02-20,2024-02-28,424,73.34,48.34,CUST-0157,PRD-001,Akdeniz
ORD-10865,Online,WHS-01,2025-05-02,2025-05-04,2025-05-07,2025-05-14,167,70.55,46.66,CUST-0030,PRD-003,İç Anadolu
ORD-10866,Retail,WHS-03,2025-05-11,2025-05-14,2025-05-20,2025-05-28,453,72.11,47.71,CUST-0147,PRD-003,İç Anadolu
ORD-10867,Wholesale,WHS-01,2024-12-30,2024-12-31,2025-01-04,2025-01-05,88,68.43,58.34,CUST-0078,PRD-003,Marmara
ORD-10868,Wholesale,WHS-06,2025-03-27,2025-03-30,2025-04-02,2025-04-08,482,70.92,45.3,CUST-0053,PRD-001,Akdeniz
ORD-10869,Retail,WHS-04,2024-06-13,2024-06-15,2024-06-21,2024-07-01,369,60.87,52.98,CUST-0124,PRD-003,Ege
ORD-10870,Online,WHS-06,2025-03-25,2025-03-27,2025-03-28,2025-04-04,439,63.93,45.68,CUST-0137,PRD-002,Akdeniz
ORD-10871,Retail,WHS-06,2025-04-13,2025-04-14,2025-04-17,2025-04-20,544,58.49,48.49,CUST-0300,PRD-001,Marmara
ORD-10872,Retail,WHS-03,2025-03-09,2025-03-09,2025-03-11,2025-03-20,496,9.7,6.03,CUST-0249,PRD-004,Akdeniz
ORD-10873,Online,WHS-04,2024-09-11,2024-09-14,2024-09-20,2024-09-21,174,76.96,61.13,CUST-0018,PRD-002,Marmara
ORD-10874,Retail,WHS-04,2025-06-10,2025-06-14,2025-06-21,2025-07-02,192,114.85,70.0,CUST-0288,PRD-002,Akdeniz
ORD-10875,Wholesale,WHS-03,2024-10-29,2024-11-02,2024-11-08,2024-11-09,564,92.24,74.28,CUST-0202,PRD-003,Marmara
ORD-10876,Online,WHS-06,2024-05-20,2024-05-21,2024-05-23,2024-05-29,232,79.94,70.94,CUST-0040,PRD-003,İç Anadolu
ORD-10877,Retail,WHS-03,2024-03-26,2024-03-30,2024-04-04,2024-04-09,385,28.9,21.45,CUST-0003,PRD-003,Ege
ORD-10878,Online,WHS-03,2024-03-10,2024-03-10,2024-03-14,2024-03-21,485,9.29,7.84,CUST-0234,PRD-001,Akdeniz
ORD-10879,Wholesale,WHS-04,2024-12-13,2024-12-14,2024-12-18,2024-12-29,381,52.26,36.14,CUST-0225,PRD-001,Marmara
ORD-10880,Wholesale,WHS-05,2024-12-18,2024-12-22,2024-12-25,2025-01-05,195,41.75,31.58,CUST-0167,PRD-003,İç Anadolu
ORD-10881,Retail,WHS-06,2024-03-16,2024-03-18,2024-03-21,2024-04-03,125,45.96,34.43,CUST-0084,PRD-002,Marmara
ORD-10882,Wholesale,WHS-04,2024-06-14,2024-06-18,2024-06-25,2024-06-26,90,75.27,56.89,CUST-0206,PRD-001,Ege
ORD-10883,Retail,WHS-03,2025-06-08,2025-06-10,2025-06-13,2025-06-15,260,93.15,67.41,CUST-0164,PRD-001,Ege
ORD-10884,Retail,WHS-02,2024-09-27,2024-09-30,2024-10-03,2024-10-14,238,44.47,35.79,CUST-0107,PRD-003,Marmara
ORD-10885,Retail,WHS-02,2025-03-03,2025-03-03,2025-03-09,2025-03-21,368,25.45,19.53,CUST-0127,PRD-001,Marmara
ORD-10886,Wholesale,WHS-02,2024-03-04,2024-03-06,2024-03-13,2024-03-22,300,100.95,71.91,CUST-0110,PRD-001,Akdeniz
ORD-10887,Retail,WHS-04,2024-01-04,2024-01-04,2024-01-08,2024-01-14,170,71.35,61.0,CUST-0216,PRD-004,Ege
ORD-10888,Wholesale,WHS-05,2025-02-03,2025-02-05,2025-02-07,2025-02-12,245,66.07,42.77,CUST-0173,PRD-002,Ege
ORD-10889,Wholesale,WHS-04,2025-01-15,2025-01-15,2025-01-19,2025-01-24,167,59.73,48.28,CUST-0055,PRD-003,İç Anadolu
ORD-10890,Online,WHS-04,2024-08-30,2024-09-03,2024-09-04,2024-09-11,307,96.49,65.43,CUST-0139,PRD-003,Marmara
ORD-10891,Wholesale,WHS-01,2024-01-01,2024-01-01,2024-01-02,2024-01-15,542,16.63,14.09,CUST-0244,PRD-002,İç Anadolu
ORD-10892,Online,WHS-04,2025-02-19,2025-02-22,2025-03-01,2025-03-04,85,38.6,24.55,CUST-0155,PRD-001,İç Anadolu
ORD-10893,Wholesale,WHS-01,2024-05-21,2024-05-24,2024-05-29,2024-06-05,595,29.25,24.69,CUST-0127,PRD-001,Akdeniz
ORD-10894,Online,WHS-05,2025-04-08,2025-04-09,2025-04-15,2025-04-24,437,25.4,15.88,CUST-0173,PRD-002,Ege
ORD-10895,Retail,WHS-02,2025-02-06,2025-02-10,2025-02-12,2025-02-16,467,87.55,57.0,CUST-0255,PRD-004,İç Anadolu
ORD-10896,Retail,WHS-04,2025-04-22,2025-04-24,2025-04-26,2025-05-03,488,34.01,28.62,CUST-0128,PRD-001,İç Anadolu
ORD-10897,Online,WHS-05,2025-06-24,2025-06-25,2025-06-28,2025-07-08,297,114.72,78.7,CUST-0158,PRD-003,Ege
ORD-10898,Wholesale,WHS-02,2025-01-15,2025-01-15,2025-01-16,2025-01-25,505,8.06,6.38,CUST-0127,PRD-001,İç Anadolu
ORD-10899,Online,WHS-03,2025-02-14,2025-02-17,2025-02-19,2025-03-04,195,86.79,67.92,CUST-0264,PRD-001,İç Anadolu
ORD-10900,Wholesale,WHS-01,2025-04-14,2025-04-18,2025-04-22,2025-05-03,518,76.57,46.99,CUST-0196,PRD-003,Ege
ORD-10901,Online,WHS-02,2025-04-10,2025-04-11,2025-04-14,2025-04-27,277,105.45,74.19,CUST-0276,PRD-001,Akdeniz
ORD-10902,Retail,WHS-03,2025-05-19,2025-05-22,2025-05-23,2025-06-05,240,85.3,55.78,CUST-0031,PRD-002,Ege
ORD-10903,Retail,WHS-04,2024-08-21,2024-08-22,2024-08-29,2024-09-01,420,87.08,65.1,CUST-0162,PRD-001,Marmara
ORD-10904,Online,WHS-05,2024-03-11,2024-03-13,2024-03-17,2024-03-19,247,27.59,23.42,CUST-0021,PRD-002,Akdeniz
ORD-10905,Wholesale,WHS-02,2025-06-05,2025-06-07,2025-06-11,2025-06-18,453,28.68,25.12,CUST-0271,PRD-003,Akdeniz
ORD-10906,Online,WHS-06,2024-02-04,2024-02-04,2024-02-08,2024-02-19,506,17.65,14.55,CUST-0032,PRD-003,Marmara
ORD-10907,Wholesale,WHS-05,2024-01-01,2024-01-03,2024-01-09,2024-01-17,200,68.84,53.21,CUST-0295,PRD-003,Akdeniz
ORD-10908,Retail,WHS-03,2024-04-14,2024-04-15,2024-04-18,2024-04-25,53,81.88,66.52,CUST-0075,PRD-002,Marmara
ORD-10909,Online,WHS-02,2024-11-14,2024-11-14,2024-11-20,2024-11-30,46,53.32,41.45,CUST-0017,PRD-004,Ege
ORD-10910,Online,WHS-02,2025-04-08,2025-04-11,2025-04-14,2025-04-15,99,85.41,68.78,CUST-0246,PRD-002,Akdeniz
ORD-10911,Online,WHS-04,2024-08-08,2024-08-09,2024-08-12,2024-08-20,78,26.17,19.33,CUST-0235,PRD-002,Ege
ORD-10912,Retail,WHS-04,2024-12-10,2024-12-12,2024-12-16,2024-12-28,459,103.93,77.17,CUST-0228,PRD-002,Ege
ORD-10913,Retail,WHS-05,2025-06-09,2025-06-10,2025-06-16,2025-06-27,46,73.17,54.75,CUST-0019,PRD-002,Ege
ORD-10914,Wholesale,WHS-01,2025-02-06,2025-02-06,2025-02-08,2025-02-15,377,91.85,55.94,CUST-0281,PRD-003,Akdeniz
ORD-10915,Retail,WHS-05,2024-03-01,2024-03-04,2024-03-07,2024-03-09,397,67.37,47.53,CUST-0197,PRD-004,İç Anadolu
ORD-10916,Retail,WHS-05,2024-09-09,2024-09-09,2024-09-14,2024-09-20,415,31.48,26.59,CUST-0234,PRD-001,İç Anadolu
ORD-10917,Wholesale,WHS-02,2024-11-13,2024-11-13,2024-11-18,2024-11-28,458,44.67,27.78,CUST-0089,PRD-003,Ege
ORD-10918,Wholesale,WHS-02,2024-05-11,2024-05-13,2024-05-16,2024-05-20,103,77.32,58.4,CUST-0171,PRD-002,Marmara
ORD-10919,Wholesale,WHS-05,2024-08-13,2024-08-13,2024-08-20,2024-08-21,301,88.01,75.33,CUST-0054,PRD-003,İç Anadolu
ORD-10920,Wholesale,WHS-03,2024-12-14,2024-12-16,2024-12-17,2024-12-21,544,89.82,65.19,CUST-0119,PRD-004,Ege
ORD-10921,Online,WHS-06,2024-01-08,2024-01-08,2024-01-11,2024-01-22,345,14.59,9.23,CUST-0192,PRD-001,Marmara
ORD-10922,Wholesale,WHS-03,2025-01-28,2025-01-31,2025-02-01,2025-02-09,587,26.4,20.35,CUST-0010,PRD-003,Marmara
ORD-10923,Retail,WHS-01,2024-07-28,2024-07-29,2024-07-30,2024-08-05,468,88.33,61.83,CUST-0216,PRD-004,Ege
ORD-10924,Wholesale,WHS-06,2025-06-30,2025-06-30,2025-07-02,2025-07-07,529,54.22,35.47,CUST-0001,PRD-003,İç Anadolu
ORD-10925,Online,WHS-02,2024-09-22,2024-09-25,2024-10-02,2024-10-10,84,8.76,6.19,CUST-0212,PRD-002,İç Anadolu
ORD-10926,Wholesale,WHS-02,2024-09-24,2024-09-28,2024-09-30,2024-10-13,574,78.81,65.32,CUST-0035,PRD-003,İç Anadolu
ORD-10927,Online,WHS-02,2025-06-20,2025-06-21,2025-06-24,2025-07-05,90,41.25,36.75,CUST-0149,PRD-003,İç Anadolu
ORD-10928,Online,WHS-05,2024-09-12,2024-09-16,2024-09-19,2024-09-24,450,62.66,52.18,CUST-0081,PRD-002,Marmara
ORD-10929,Retail,WHS-02,2024-11-13,2024-11-17,2024-11-20,2024-11-25,297,79.11,49.32,CUST-0180,PRD-003,Marmara
ORD-10930,Retail,WHS-02,2024-08-31,2024-09-03,2024-09-04,2024-09-14,428,22.05,18.55,CUST-0008,PRD-004,Ege
ORD-10931,Online,WHS-06,2025-07-24,2025-07-25,2025-07-29,2025-08-10,215,8.88,6.05,CUST-0233,PRD-003,İç Anadolu
ORD-10932,Retail,WHS-02,2024-01-29,2024-01-30,2024-02-04,2024-02-13,334,58.1,43.23,CUST-0137,PRD-001,Ege
ORD-10933,Online,WHS-02,2024-09-21,2024-09-23,2024-09-30,2024-10-06,503,92.81,68.55,CUST-0250,PRD-002,Marmara
